"ProbeFileID","TaskID","ProbeFileName","ProbeMaskFileName","DonorFileID","DonorFileName","DonorMaskFileName","IsTarget","ProbePostProcessed","DonorPostProcessed","ManipulationQuality","IsManipulationTypeRemoval","IsManipulationTypeSplice","IsManipulationTypeCopyClone","Collection","BaseFileName","Lighting","IsControl","CorrespondingControlFileName","SemanticConsistency","ProbeWidth","ProbeHeight","ConfidenceScore","ProbeOutputMaskFileName","NMM","MCC","HAM","WL1","HL1","ColMaskFileName"
"NC2016_0016","Manipulation","probe/NC2016_0016.jpg","reference/manipulation/mask/NC2016_0940.png","","","","Y","rescale","","complex","Y","N","N","Nimble-WEB","world/NC2016_9402.jpg","","N","","consistent",4000,3000,0.5,"mask/NC2016_0016.png",-1,-0.55542,0.04922,0.87895,0.874,"maskoutputs/NC2016_0016_colored.jpg"
"NC2016_0048","Manipulation","probe/NC2016_0048.jpg","reference/manipulation/mask/NC2016_2228.png","","","","Y","rescale","","complex","N","Y","N","Nimble-WEB","world/NC2016_0623.jpg","","N","","inconsistent",1600,1200,0.5,"mask/NC2016_0048.png",-1,-0.82039,0.43887,0.5227,0.47751,"maskoutputs/NC2016_0048_colored.jpg"
"NC2016_0128","Manipulation","probe/NC2016_0128.jpg","reference/manipulation/mask/NC2016_3942.png","","","","Y","none","","simple","N","Y","N","Nimble-SCI","world/NC2016_3272.jpg","same","N","probe/NC2016_7105.jpg","",5616,3744,0.5,"mask/NC2016_0128.png",-1,0.0013,0.95516,0.95589,0.9514,"maskoutputs/NC2016_0128_colored.jpg"
"NC2016_0130","Manipulation","probe/NC2016_0130.jpg","reference/manipulation/mask/NC2016_6409.png","","","","Y","none","","complex","N","Y","N","Nimble-SCI","world/NC2016_4264.jpg","different","N","probe/NC2016_7301.jpg","",2448,3264,0.997781,"mask/NC2016_0130.png",-1,0.02789,0.00875,0.16484,0.16401,"maskoutputs/NC2016_0130_colored.jpg"
"NC2016_0202","Manipulation","probe/NC2016_0202.jpg","reference/manipulation/mask/NC2016_5985.png","","","","Y","rescale","","simple","N","Y","N","Nimble-WEB","world/NC2016_6040.jpg","","N","","consistent",5616,3744,0.504074,"mask/NC2016_0202.png",-1,-0.64604,0.01696,0.96531,0.96361,"maskoutputs/NC2016_0202_colored.jpg"
"NC2016_0211","Manipulation","probe/NC2016_0211.jpg","reference/manipulation/mask/NC2016_5108.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_2999.jpg","","N","","inconsistent",2816,2112,0.5,"mask/NC2016_0211.png",-1,0.00319,0.92492,0.92723,0.91967,"maskoutputs/NC2016_0211_colored.jpg"
"NC2016_0222","Manipulation","probe/NC2016_0222.jpg","reference/manipulation/mask/NC2016_5779.png","","","","Y","none","","simple","N","Y","N","Nimble-SCI","world/NC2016_6721.jpg","same","N","probe/NC2016_9042.jpg","",2448,3264,0.997747,"mask/NC2016_0222.png",-1,-0.13123,0.02767,0.4269,0.42404,"maskoutputs/NC2016_0222_colored.jpg"
"NC2016_0229","Manipulation","probe/NC2016_0229.jpg","reference/manipulation/mask/NC2016_9925.png","","","","Y","rescale","","simple","N","Y","N","Nimble-SCI","world/NC2016_4804.jpg","same","N","probe/NC2016_7301.jpg","",2448,3264,0.5,"mask/NC2016_0229.png",-1,0.01716,0.15487,0.95069,0.94986,"maskoutputs/NC2016_0229_colored.jpg"
"NC2016_0254","Manipulation","probe/NC2016_0254.jpg","reference/manipulation/mask/NC2016_6089.png","","","","Y","rescale","","complex","Y","N","N","Nimble-SCI","world/NC2016_4543.jpg","","N","probe/NC2016_6367.jpg","",5616,3744,0.534385,"mask/NC2016_0254.png",-1,-0.62588,0.10106,0.82071,0.81057,"maskoutputs/NC2016_0254_colored.jpg"
"NC2016_0278","Manipulation","probe/NC2016_0278.jpg","reference/manipulation/mask/NC2016_0686.png","","","","Y","none","","simple","N","Y","N","Nimble-SCI","world/NC2016_0662.jpg","different","N","probe/NC2016_2619.jpg","",4032,3024,0.5,"mask/NC2016_0278.png",-1,0.00259,0.90281,0.90411,0.89435,"maskoutputs/NC2016_0278_colored.jpg"
"NC2016_0280","Manipulation","probe/NC2016_0280.jpg","reference/manipulation/mask/NC2016_2878.png","","","","Y","none","","simple","Y","N","N","Nimble-WEB","world/NC2016_6675.jpg","","N","","inconsistent",2592,1936,0.833045,"mask/NC2016_0280.png",-1,0.0729,0.02496,0.436,0.43405,"maskoutputs/NC2016_0280_colored.jpg"
"NC2016_0286","Manipulation","probe/NC2016_0286.jpg","reference/manipulation/mask/NC2016_6348.png","","","","Y","rescale","","complex","N","Y","N","Nimble-SCI","world/NC2016_5131.jpg","same","N","probe/NC2016_5000.jpg","",4032,3024,0.540566,"mask/NC2016_0286.png",-1,-0.10464,0.1151,0.55515,0.54358,"maskoutputs/NC2016_0286_colored.jpg"
"NC2016_0289","Manipulation","probe/NC2016_0289.jpg","reference/manipulation/mask/NC2016_5471.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_0161.jpg","","N","","inconsistent",5184,3456,0.5,"mask/NC2016_0289.png",-1,0.00154,0.9469,0.94778,0.94245,"maskoutputs/NC2016_0289_colored.jpg"
"NC2016_0293","Manipulation","probe/NC2016_0293.jpg","reference/manipulation/mask/NC2016_5023.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_2311.jpg","","N","","inconsistent",3696,2448,0.852976,"mask/NC2016_0293.png",-1,0.07425,0.01456,0.47819,0.47544,"maskoutputs/NC2016_0293_colored.jpg"
"NC2016_0299","Manipulation","probe/NC2016_0299.jpg","reference/manipulation/mask/NC2016_7742.png","","","","Y","rescale","","complex","N","Y","N","Nimble-WEB","world/NC2016_6651.jpg","","N","","consistent",3648,2734,0.5,"mask/NC2016_0299.png",-1,0.07536,0.04265,0.65624,0.62509,"maskoutputs/NC2016_0299_colored.jpg"
"NC2016_0313","Manipulation","probe/NC2016_0313.jpg","reference/manipulation/mask/NC2016_4424.png","","","","Y","rescale","","complex","Y","N","N","Nimble-WEB","world/NC2016_9807.jpg","","N","","consistent",2800,2089,0.5,"mask/NC2016_0313.png",-1,-0.64933,0.15485,0.75594,0.74032,"maskoutputs/NC2016_0313_colored.jpg"
"NC2016_0342","Manipulation","probe/NC2016_0342.jpg","reference/manipulation/mask/NC2016_3531.png","","","","Y","none","","complex","N","Y","N","Nimble-SCI","world/NC2016_7734.jpg","different","N","probe/NC2016_6301.jpg","",4032,3024,0.5,"mask/NC2016_0342.png",-1,0.00097,0.98445,0.98519,0.98364,"maskoutputs/NC2016_0342_colored.jpg"
"NC2016_0343","Manipulation","probe/NC2016_0343.jpg","reference/manipulation/mask/NC2016_8780.png","","","","Y","none","","simple","N","Y","N","Nimble-WEB","world/NC2016_9194.jpg","","N","","consistent",3888,2592,0.5,"mask/NC2016_0343.png",-1,0.00294,0.89591,0.89909,0.88856,"maskoutputs/NC2016_0343_colored.jpg"
"NC2016_0351","Manipulation","probe/NC2016_0351.jpg","reference/manipulation/mask/NC2016_0248.png","","","","Y","rescale","","simple","N","N","Y","Nimble-WEB","world/NC2016_7572.jpg","","N","","consistent",3216,2136,0.508002,"mask/NC2016_0351.png",-1,-0.11778,0.0028,0.89057,0.89029,"maskoutputs/NC2016_0351_colored.jpg"
"NC2016_0394","Manipulation","probe/NC2016_0394.jpg","reference/manipulation/mask/NC2016_4964.png","","","","Y","rescale","","complex","N","Y","N","Nimble-SCI","world/NC2016_5921.jpg","same","N","probe/NC2016_6301.jpg","",4032,3024,0.506364,"mask/NC2016_0394.png",-1,-0.29272,0.0301,0.82778,0.82476,"maskoutputs/NC2016_0394_colored.jpg"
"NC2016_0408","Manipulation","probe/NC2016_0408.jpg","reference/manipulation/mask/NC2016_1504.png","","","","Y","rescale","","complex","N","Y","N","Nimble-SCI","world/NC2016_4883.jpg","same","N","probe/NC2016_4640.jpg","",5616,3744,0.5,"mask/NC2016_0408.png",-1,-0.49072,0.68688,0.71281,0.68391,"maskoutputs/NC2016_0408_colored.jpg"
"NC2016_0444","Manipulation","probe/NC2016_0444.jpg","reference/manipulation/mask/NC2016_9569.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_2481.jpg","","N","","consistent",1600,1200,0.901415,"mask/NC2016_0444.png",-0.68076,0.06187,0.50732,0.23369,0.18224,"maskoutputs/NC2016_0444_colored.jpg"
"NC2016_0459","Manipulation","probe/NC2016_0459.jpg","reference/manipulation/mask/NC2016_8258.png","","","","Y","none","","complex","N","Y","N","Nimble-SCI","world/NC2016_0159.jpg","different","N","probe/NC2016_0098.jpg","",4032,3024,0.5,"mask/NC2016_0459.png",-1,0.00261,0.90164,0.90296,0.89308,"maskoutputs/NC2016_0459_colored.jpg"
"NC2016_0481","Manipulation","probe/NC2016_0481.jpg","reference/manipulation/mask/NC2016_4386.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_9194.jpg","","N","","consistent",3888,2592,0.5,"mask/NC2016_0481.png",-1,0.00283,0.90177,0.9059,0.89593,"maskoutputs/NC2016_0481_colored.jpg"
"NC2016_0484","Manipulation","probe/NC2016_0484.jpg","reference/manipulation/mask/NC2016_3571.png","","","","Y","none","","complex","N","Y","N","Nimble-SCI","world/NC2016_0662.jpg","same","N","probe/NC2016_2619.jpg","",4032,3024,0.5,"mask/NC2016_0484.png",-1,0.00261,0.90135,0.90263,0.89272,"maskoutputs/NC2016_0484_colored.jpg"
"NC2016_0516","Manipulation","probe/NC2016_0516.jpg","reference/manipulation/mask/NC2016_8362.png","","","","Y","none","","complex","N","N","Y","Nimble-WEB","world/NC2016_7828.jpg","","N","","consistent",2688,1520,0.995714,"mask/NC2016_0516.png",-1,-0.10849,0.0532,0.23796,0.2325,"maskoutputs/NC2016_0516_colored.jpg"
"NC2016_0527","Manipulation","probe/NC2016_0527.jpg","reference/manipulation/mask/NC2016_5273.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_1608.jpg","","N","","consistent",2048,1536,1,"mask/NC2016_0527.png",-1,0.19579,0.00401,0.20735,0.20614,"maskoutputs/NC2016_0527_colored.jpg"
"NC2016_0550","Manipulation","probe/NC2016_0550.jpg","reference/manipulation/mask/NC2016_6283.png","","","","Y","rescale","","simple","Y","N","N","Nimble-SCI","world/NC2016_4642.jpg","","N","probe/NC2016_3077.jpg","",2448,3264,0.5,"mask/NC2016_0550.png",-1,-0.58706,0.17414,0.92164,0.9177,"maskoutputs/NC2016_0550_colored.jpg"
"NC2016_0569","Manipulation","probe/NC2016_0569.jpg","reference/manipulation/mask/NC2016_1627.png","","","","Y","rescale","","simple","N","N","Y","Nimble-WEB","world/NC2016_4651.jpg","","N","","consistent",2288,1712,0.51093,"mask/NC2016_0569.png",-1,-0.17667,0.00846,0.86989,0.86904,"maskoutputs/NC2016_0569_colored.jpg"
"NC2016_0571","Manipulation","probe/NC2016_0571.jpg","reference/manipulation/mask/NC2016_1977.png","","","","Y","rescale","","complex","N","Y","N","Nimble-WEB","world/NC2016_7312.jpg","","N","","inconsistent",2816,1880,0.517016,"mask/NC2016_0571.png",-1,-0.83148,0.16602,0.80366,0.78678,"maskoutputs/NC2016_0571_colored.jpg"
"NC2016_0587","Manipulation","probe/NC2016_0587.jpg","reference/manipulation/mask/NC2016_7812.png","","","","Y","rescale","","simple","Y","N","N","Nimble-SCI","world/NC2016_3801.jpg","","N","probe/NC2016_5540.jpg","",4032,3024,0.5,"mask/NC2016_0587.png",-1,-0.70109,0.36987,0.63084,0.59753,"maskoutputs/NC2016_0587_colored.jpg"
"NC2016_0589","Manipulation","probe/NC2016_0589.jpg","reference/manipulation/mask/NC2016_5911.png","","","","Y","rescale","","simple","N","Y","N","Nimble-SCI","world/NC2016_0994.jpg","same","N","probe/NC2016_2979.jpg","",3888,2592,0.602342,"mask/NC2016_0589.png",-1,-0.12628,0.02298,0.6839,0.6816,"maskoutputs/NC2016_0589_colored.jpg"
"NC2016_0596","Manipulation","probe/NC2016_0596.jpg","reference/manipulation/mask/NC2016_5053.png","","","","Y","rescale","","complex","N","Y","N","Nimble-WEB","world/NC2016_5343.jpg","","N","","inconsistent",4608,3456,0.5105,"mask/NC2016_0596.png",-1,-0.43122,0.03472,0.87766,0.87416,"maskoutputs/NC2016_0596_colored.jpg"
"NC2016_0600","Manipulation","probe/NC2016_0600.jpg","reference/manipulation/mask/NC2016_6424.png","","","","Y","rescale","","complex","N","Y","N","Nimble-SCI","world/NC2016_3335.jpg","same","N","probe/NC2016_0098.jpg","",4032,3024,0.5,"mask/NC2016_0600.png",-1,-0.55407,0.17321,0.80945,0.79883,"maskoutputs/NC2016_0600_colored.jpg"
"NC2016_0613","Manipulation","probe/NC2016_0613.jpg","reference/manipulation/mask/NC2016_2356.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_2999.jpg","","N","","consistent",2816,2112,0.5,"mask/NC2016_0613.png",-1,0.00589,0.7881,0.79137,0.76978,"maskoutputs/NC2016_0613_colored.jpg"
"NC2016_0623","Manipulation","probe/NC2016_0623.jpg","reference/manipulation/mask/NC2016_2228.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_2481.jpg","","N","","inconsistent",1600,1200,0.950517,"mask/NC2016_0623.png",-0.91426,-0.03646,0.43886,0.18142,0.13623,"maskoutputs/NC2016_0623_colored.jpg"
"NC2016_0625","Manipulation","probe/NC2016_0625.jpg","reference/manipulation/mask/NC2016_0442.png","","","","Y","rescale","","simple","N","Y","N","Nimble-SCI","world/NC2016_1289.jpg","different","N","probe/NC2016_9042.jpg","",2448,3264,0.5,"mask/NC2016_0625.png",-1,-0.30946,0.49488,0.93426,0.93158,"maskoutputs/NC2016_0625_colored.jpg"
"NC2016_0650","Manipulation","probe/NC2016_0650.jpg","reference/manipulation/mask/NC2016_5047.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_9871.jpg","","N","","inconsistent",5616,3744,0.5,"mask/NC2016_0650.png",-1,0.00069,0.98562,0.98734,0.9859,"maskoutputs/NC2016_0650_colored.jpg"
"NC2016_0674","Manipulation","probe/NC2016_0674.jpg","reference/manipulation/mask/NC2016_4907.png","","","","Y","none","","simple","Y","N","N","Nimble-SCI","world/NC2016_7593.jpg","","N","probe/NC2016_9932.jpg","",2448,3264,0.996974,"mask/NC2016_0674.png",-1,-0.11793,0.02116,0.44638,0.44423,"maskoutputs/NC2016_0674_colored.jpg"
"NC2016_0684","Manipulation","probe/NC2016_0684.jpg","reference/manipulation/mask/NC2016_9831.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_3735.jpg","","N","","inconsistent",2816,1880,0.5,"mask/NC2016_0684.png",-1,0.00237,0.96118,0.96269,0.9588,"maskoutputs/NC2016_0684_colored.jpg"
"NC2016_0741","Manipulation","probe/NC2016_0741.jpg","reference/manipulation/mask/NC2016_5952.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_4120.jpg","","N","","consistent",3264,2448,0.5,"mask/NC2016_0741.png",-1,0.0028,0.92326,0.9248,0.9171,"maskoutputs/NC2016_0741_colored.jpg"
"NC2016_0758","Manipulation","probe/NC2016_0758.jpg","reference/manipulation/mask/NC2016_8828.png","","","","Y","rescale","","simple","Y","N","N","Nimble-WEB","world/NC2016_2296.jpg","","N","","consistent",2048,1536,0.5,"mask/NC2016_0758.png",-1,-0.41454,0.15223,0.92084,0.91896,"maskoutputs/NC2016_0758_colored.jpg"
"NC2016_0766","Manipulation","probe/NC2016_0766.jpg","reference/manipulation/mask/NC2016_8576.png","","","","Y","rescale","","complex","Y","N","N","Nimble-WEB","world/NC2016_1141.jpg","","N","","consistent",640,480,0.535715,"mask/NC2016_0766.png",-1,-0.4191,0.32913,0.57079,0.53674,"maskoutputs/NC2016_0766_colored.jpg"
"NC2016_0787","Manipulation","probe/NC2016_0787.jpg","reference/manipulation/mask/NC2016_6425.png","","","","Y","rescale","","simple","N","Y","N","Nimble-WEB","world/NC2016_4247.jpg","","N","","consistent",2592,1936,0.524961,"mask/NC2016_0787.png",-1,-0.73768,0.12325,0.82481,0.81239,"maskoutputs/NC2016_0787_colored.jpg"
"NC2016_0796","Manipulation","probe/NC2016_0796.jpg","reference/manipulation/mask/NC2016_2119.png","","","","Y","none","","simple","N","N","Y","Nimble-WEB","world/NC2016_0359.jpg","","N","","consistent",4032,3024,0.993202,"mask/NC2016_0796.png",-1,-0.07212,0.03197,0.19043,0.18722,"maskoutputs/NC2016_0796_colored.jpg"
"NC2016_0800","Manipulation","probe/NC2016_0800.jpg","reference/manipulation/mask/NC2016_2145.png","","","","Y","rescale","","complex","N","Y","N","Nimble-WEB","world/NC2016_6802.jpg","","N","","consistent",1024,768,0.499447,"mask/NC2016_0800.png",-1,-0.75794,0.14191,0.81542,0.80092,"maskoutputs/NC2016_0800_colored.jpg"
"NC2016_0830","Manipulation","probe/NC2016_0830.jpg","reference/manipulation/mask/NC2016_4792.png","","","","Y","none","","simple","Y","N","N","Nimble-SCI","world/NC2016_0662.jpg","","N","probe/NC2016_4951.jpg","",4032,3024,0.5,"mask/NC2016_0830.png",-1,0.0029,0.88186,0.88292,0.87106,"maskoutputs/NC2016_0830_colored.jpg"
"NC2016_0859","Manipulation","probe/NC2016_0859.jpg","reference/manipulation/mask/NC2016_2015.png","","","","Y","none","","complex","Y","N","N","Nimble-SCI","world/NC2016_1091.jpg","","N","probe/NC2016_8315.jpg","",5616,3744,0.5,"mask/NC2016_0859.png",-1,0.00139,0.94928,0.95013,0.94504,"maskoutputs/NC2016_0859_colored.jpg"
"NC2016_0871","Manipulation","probe/NC2016_0871.jpg","reference/manipulation/mask/NC2016_4306.png","","","","Y","none","","simple","N","N","Y","Nimble-WEB","world/NC2016_8427.jpg","","N","","inconsistent",2000,3008,0.5,"mask/NC2016_0871.png",-1,0.00055,0.99677,0.99754,0.99723,"maskoutputs/NC2016_0871_colored.jpg"
"NC2016_0876","Manipulation","probe/NC2016_0876.jpg","reference/manipulation/mask/NC2016_8333.png","","","","Y","rescale","","complex","N","Y","N","Nimble-SCI","world/NC2016_3612.jpg","same","N","probe/NC2016_4908.jpg","",3888,2592,0.571173,"mask/NC2016_0876.png",-1,-0.26884,0.05984,0.72554,0.71953,"maskoutputs/NC2016_0876_colored.jpg"
"NC2016_0887","Manipulation","probe/NC2016_0887.jpg","reference/manipulation/mask/NC2016_2345.png","","","","Y","none","","complex","Y","N","N","Nimble-WEB","world/NC2016_4227.jpg","","N","","inconsistent",2800,2089,0.5,"mask/NC2016_0887.png",-1,0.00133,0.98508,0.98613,0.98464,"maskoutputs/NC2016_0887_colored.jpg"
"NC2016_0906","Manipulation","probe/NC2016_0906.jpg","reference/manipulation/mask/NC2016_1287.png","","","","Y","rescale","","complex","Y","N","N","Nimble-WEB","world/NC2016_7534.jpg","","N","","consistent",4080,2720,0.509857,"mask/NC2016_0906.png",-1,-0.87902,0.65437,0.34401,0.27768,"maskoutputs/NC2016_0906_colored.jpg"
"NC2016_0942","Manipulation","probe/NC2016_0942.jpg","reference/manipulation/mask/NC2016_6498.png","","","","Y","rescale","","complex","N","Y","N","Nimble-WEB","world/NC2016_2606.jpg","","N","","consistent",3488,2616,0.725369,"mask/NC2016_0942.png",-1,0.03301,0.05136,0.46614,0.46096,"maskoutputs/NC2016_0942_colored.jpg"
"NC2016_0957","Manipulation","probe/NC2016_0957.jpg","reference/manipulation/mask/NC2016_9569.png","","","","Y","rescale","","complex","N","Y","N","Nimble-WEB","world/NC2016_0444.jpg","","N","","consistent",1600,1200,0.509048,"mask/NC2016_0957.png",-1,-0.91766,0.50612,0.47929,0.42784,"maskoutputs/NC2016_0957_colored.jpg"
"NC2016_0963","Manipulation","probe/NC2016_0963.jpg","reference/manipulation/mask/NC2016_5880.png","","","","Y","rescale","","simple","N","Y","N","Nimble-WEB","world/NC2016_9904.jpg","","N","","inconsistent",4752,3168,0.503926,"mask/NC2016_0963.png",-1,-0.34291,0.00586,0.96121,0.96065,"maskoutputs/NC2016_0963_colored.jpg"
"NC2016_0994","Manipulation","probe/NC2016_0994.jpg","reference/manipulation/mask/NC2016_5911.png","","","","Y","none","","simple","N","Y","N","Nimble-SCI","world/NC2016_9067.jpg","same","N","probe/NC2016_2979.jpg","",3888,2592,0.5,"mask/NC2016_0994.png",-1,0.00132,0.97693,0.97774,0.97543,"maskoutputs/NC2016_0994_colored.jpg"
"NC2016_1094","Manipulation","probe/NC2016_1094.jpg","reference/manipulation/mask/NC2016_4435.png","","","","Y","rescale","","simple","N","Y","N","Nimble-SCI","world/NC2016_9857.jpg","different","N","probe/NC2016_7402.jpg","",2448,3264,0.5,"mask/NC2016_1094.png",-1,0.00371,0.07544,0.9391,0.93788,"maskoutputs/NC2016_1094_colored.jpg"
"NC2016_1103","Manipulation","probe/NC2016_1103.jpg","reference/manipulation/mask/NC2016_2435.png","","","","Y","none","","simple","Y","N","N","Nimble-WEB","world/NC2016_9567.jpg","","N","","consistent",640,480,0.917742,"mask/NC2016_1103.png",-1,0.02691,0.00409,0.13628,0.13579,"maskoutputs/NC2016_1103_colored.jpg"
"NC2016_1125","Manipulation","probe/NC2016_1125.jpg","reference/manipulation/mask/NC2016_5012.png","","","","Y","rescale","","complex","N","Y","N","Nimble-SCI","world/NC2016_9014.jpg","same","N","probe/NC2016_1956.jpg","",5616,3744,0.547759,"mask/NC2016_1125.png",-1,-0.43479,0.06416,0.80538,0.79895,"maskoutputs/NC2016_1125_colored.jpg"
"NC2016_1141","Manipulation","probe/NC2016_1141.jpg","reference/manipulation/mask/NC2016_8576.png","","","","Y","none","","complex","Y","N","N","Nimble-WEB","world/NC2016_8994.jpg","","N","","consistent",640,480,0.525168,"mask/NC2016_1141.png",-1,-0.61764,0.32913,0.60845,0.5744,"maskoutputs/NC2016_1141_colored.jpg"
"NC2016_1148","Manipulation","probe/NC2016_1148.jpg","reference/manipulation/mask/NC2016_6482.png","","","","Y","none","","simple","N","Y","N","Nimble-WEB","world/NC2016_0161.jpg","","N","","consistent",5184,3456,0.5,"mask/NC2016_1148.png",-1,0.00032,0.997,0.9976,0.99731,"maskoutputs/NC2016_1148_colored.jpg"
"NC2016_1165","Manipulation","probe/NC2016_1165.jpg","reference/manipulation/mask/NC2016_9855.png","","","","Y","none","","simple","N","Y","N","Nimble-SCI","world/NC2016_6611.jpg","same","N","probe/NC2016_1956.jpg","",5616,3744,0.5,"mask/NC2016_1165.png",-1,8e-04,0.98229,0.98293,0.98116,"maskoutputs/NC2016_1165_colored.jpg"
"NC2016_1198","Manipulation","probe/NC2016_1198.jpg","reference/manipulation/mask/NC2016_3657.png","","","","Y","none","","complex","N","Y","N","Nimble-WEB","world/NC2016_0161.jpg","","N","","consistent",5184,3456,0.5,"mask/NC2016_1198.png",-1,3e-04,0.99734,0.99791,0.99765,"maskoutputs/NC2016_1198_colored.jpg"
"NC2016_1213","Manipulation","probe/NC2016_1213.jpg","reference/manipulation/mask/NC2016_0462.png","","","","Y","rescale","","complex","Y","N","N","Nimble-WEB","world/NC2016_2618.jpg","","N","","inconsistent",4320,3240,0.491354,"mask/NC2016_1213.png",-1,-0.34407,0.04272,0.80692,0.80264,"maskoutputs/NC2016_1213_colored.jpg"
"NC2016_1217","Manipulation","probe/NC2016_1217.jpg","reference/manipulation/mask/NC2016_1519.png","","","","Y","none","","complex","N","Y","N","Nimble-SCI","world/NC2016_8410.jpg","different","N","probe/NC2016_6402.jpg","",4032,3024,0.5,"mask/NC2016_1217.png",-1,0.00101,0.98331,0.98408,0.98242,"maskoutputs/NC2016_1217_colored.jpg"
