TaskID|ProbeFileID|ProbeFileName|IsTarget|ProbeMaskFileName|ProbeBitPlaneMaskFileName|HDF5MaskFileName|ProbeBrowserFileName|BaseFileName|BaseBrowserFileName|JournalName|ProjectDescription|ProjectType|JournalSource|PostprocessCompression|SemanticRepurposing|People|AntiforensicAddCamFingerprintPRNU|AudioClone|CompositePixelSize|AudioSplice|SeamCarving|ImageCompressionTable|ImageCompression|AudioActivity|TemporalOther|AudioVoiceOver|PostprocessCropFrames|AntiforensicAberrationCorrection|DataEmbeddingWatermark|AntiforensicCFACorrection|LaunderingSocialMedia|TemporalRemove|AntiforensicOther|AudioOthers|ImageReformat|AudioRemoval|AudioVoiceSwapping|SpatialOther|AntiforensicNoiseRestoration|TemporalReorder|SemanticRefabrication|SpatialSplice|SpatialClone|SpatialMovingObject|SpatialRemove|AntiforensicIllumination|LaunderingMedianFiltering|TemporalClone|Recapture|Mosaicing|ManipulationCategory|Natural|PostprocessStabilization|DataEmbeddingSteganography|SemanticRestaging|SpatialMovingCamera|TemporalSplice|FaceManipulations|ReflectionManipulations|ShadowManipulations|IsGAN|ConfidenceScore|OutputProbeMaskFileName|ProbeStatus|ProbeOptOutPixelValue|ProbeWidth|ProbeHeight|ProbeFileSize|HPDeviceID|HPSensorID|StartNodeID|EndNodeID|Sequence|BitPlane|Operation|Color|Purpose|OperationArgument|AutoDesignName|PlugInName|PlugInArguments
manipulation|00003e6a1efc7022da825396dc680343|probe/00003e6a1efc7022da825396dc680343.jpg|N||||00003e6a1efc7022da825396dc680343.jpg||||||||||||||||single|||||||||||||||||||||||||||||||||||||||0.5504928827285767|mask/de215ebd10106d9a293ec88de7422851ecae92e5.png|Processed|0.0|4000|3000|2500.0|UNDEF|UNDEF|||||||||||
manipulation|0010d95b9edb40516bf13973cc2b9dbf|probe/0010d95b9edb40516bf13973cc2b9dbf.jpg|N||||0010d95b9edb40516bf13973cc2b9dbf.jpg||||||||||||||||single|||||||||||||||||||||||||||||||||||||||0.30139774084091187||OptOutLocalization||4032|2268|2900.0|PAR-3196|PAR-3196_primary|||||||||||
manipulation|001631ab2323cda12f9eae60c8daf2a8|probe/001631ab2323cda12f9eae60c8daf2a8.jpg|N||||001631ab2323cda12f9eae60c8daf2a8.jpg||||||||||||||||single|||||||||||||||||||||||||||||||||||||||0.21537193655967712|mask/cdff1b2f6ce6f8d9ac90bd8bc2439a2e653ce29c.png|Processed|0.0|2560|1920|1003.0|UNDEF|UNDEF|||||||||||
manipulation|0018f5b3ff39f1ead421eb7240c0ae7b|probe/0018f5b3ff39f1ead421eb7240c0ae7b.jpg|N||||0018f5b3ff39f1ead421eb7240c0ae7b.jpg||||||||||||||||single|||||||||||||||||||||||||||||||||||||||0.8320884108543396|mask/b0a0b4e068140b8c474448116068e7de68bc57af.png|Processed|0.0|3264|2448|2300.0|PAR-1742|PAR-1742_primary|||||||||||
manipulation|00243cad4c35a201493d0116ecbd5525|probe/00243cad4c35a201493d0116ecbd5525.jpg|N||||00243cad4c35a201493d0116ecbd5525.jpg||||||||||||||||single|||||||||||||||||||||||||||||||||||||||0.9998947381973267|mask/230a46e1d9043de9fd2f7c3f9cd423eb02b180ae.png|Processed|0.0|4512|3008|1388.0|50050836|50050836_primary|||||||||||
manipulation|00267e42a5d32ce1ebdfaa429d79548c|probe/00267e42a5d32ce1ebdfaa429d79548c.jpg|N||||00267e42a5d32ce1ebdfaa429d79548c.jpg||||||||||||||||single|||||||||||||||||||||||||||||||||||||||0.36242327094078064||OptOutLocalization||3264|2448|1759.0|UNDEF|UNDEF|||||||||||
manipulation|0027120ac1901d61b7cfe6cae4aca439|probe/0027120ac1901d61b7cfe6cae4aca439.jpg|N||||0027120ac1901d61b7cfe6cae4aca439.jpg||||||||||||||||single|||||||||||||||||||||||||||||||||||||||0.04931457340717316||OptOutLocalization||3264|2448|1339.0|UNDEF|UNDEF|||||||||||
manipulation|0027f8fb9b1b22c250badca48ba796cb|probe/0027f8fb9b1b22c250badca48ba796cb.cr2|N||||0027f8fb9b1b22c250badca48ba796cb.cr2|world/0027f8fb9b1b22c250badca48ba796cb.cr2|0027f8fb9b1b22c250badca48ba796cb.cr2|0027f8fb9b1b22c250badca48ba796cb|age double of woman|image|human|no|no|no|no|no|no|no|no|no|double|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|no|0.0||OptOutAll||5796|3870|25255890.0|50040379|50040379_primary|||||||||||
manipulation|002ad9cf73f596fb6db6bc344521b2fb|probe/002ad9cf73f596fb6db6bc344521b2fb.jpg|N||||002ad9cf73f596fb6db6bc344521b2fb.jpg||||||||||||||||single|||||||||||||||||||||||||||||||||||||||0.9999042749404907|mask/6ad15fd8519f7812b599ff0b4bbe15539eb81f29.png|Processed|0.0|7360|4912|22000.0|50050808|50050808_primary|||||||||||
manipulation|002ae861f81fbb0a0f493ddd3bbe92a2|probe/002ae861f81fbb0a0f493ddd3bbe92a2.jpg|N||||002ae861f81fbb0a0f493ddd3bbe92a2.jpg||||||||||||||||single|||||||||||||||||||||||||||||||||||||||0.9998660087585449|mask/c798cace330a7f2d275340a75ccb39d068dce229.png|Processed|0.0|4512|3008|1413.0|50050836|50050836_primary|||||||||||
