TaskID|ProbeFileID|ProbeFileName|ProbeWidth|ProbeHeight|ProbeFileSize|HPDeviceID|HPSensorID|IsTarget|ConfidenceScore|OutputProbeMaskFileName|ProbeStatus|ProbeOptOutPixelValue
manipulation|00003e6a1efc7022da825396dc680343|probe/00003e6a1efc7022da825396dc680343.jpg|4000|3000|2500.0|UNDEF|UNDEF|N|0.5504928827285767|mask/de215ebd10106d9a293ec88de7422851ecae92e5.png|Processed|0.0
manipulation|000d547cd11a767dab2b9bf56991bb0c|probe/000d547cd11a767dab2b9bf56991bb0c.jpg|2048|1536|778269.0|UNDEF|UNDEF|Y|0.649086594581604|mask/1019e2ef1d227e24bfafe8a054693c26609fbf99.png|Processed|0.0
manipulation|0010d95b9edb40516bf13973cc2b9dbf|probe/0010d95b9edb40516bf13973cc2b9dbf.jpg|4032|2268|2900.0|PAR-3196|PAR-3196_primary|N|0.30139774084091187||OptOutLocalization|
manipulation|001631ab2323cda12f9eae60c8daf2a8|probe/001631ab2323cda12f9eae60c8daf2a8.jpg|2560|1920|1003.0|UNDEF|UNDEF|N|0.21537193655967712|mask/cdff1b2f6ce6f8d9ac90bd8bc2439a2e653ce29c.png|Processed|0.0
manipulation|0018f5b3ff39f1ead421eb7240c0ae7b|probe/0018f5b3ff39f1ead421eb7240c0ae7b.jpg|3264|2448|2300.0|PAR-1742|PAR-1742_primary|N|0.8320884108543396|mask/b0a0b4e068140b8c474448116068e7de68bc57af.png|Processed|0.0
manipulation|001f9af3165a39c9e42aee922f874326|probe/001f9af3165a39c9e42aee922f874326.jpg|4912|3264|6075981.0|MK-NEX5T|MK-NEX5T_|Y|0.9886208176612854|mask/c3b38341741a2371acfaa0dbf5dd6e3459d9a7c7.png|Processed|0.0
manipulation|0022aa92acea2ea84f0daf34851bae0c|probe/0022aa92acea2ea84f0daf34851bae0c.jpg|3264|2448|2260422.0|PAR-1742|PAR-1742_primary|Y|0.9984346032142639|mask/072f72299adc32ca5eca265331c39d7f9c874590.png|Processed|0.0
manipulation|00243cad4c35a201493d0116ecbd5525|probe/00243cad4c35a201493d0116ecbd5525.jpg|4512|3008|1388.0|50050836|50050836_primary|N|0.9998947381973267|mask/230a46e1d9043de9fd2f7c3f9cd423eb02b180ae.png|Processed|0.0
manipulation|00267e42a5d32ce1ebdfaa429d79548c|probe/00267e42a5d32ce1ebdfaa429d79548c.jpg|3264|2448|1759.0|UNDEF|UNDEF|N|0.36242327094078064||OptOutLocalization|
manipulation|0027120ac1901d61b7cfe6cae4aca439|probe/0027120ac1901d61b7cfe6cae4aca439.jpg|3264|2448|1339.0|UNDEF|UNDEF|N|0.04931457340717316||OptOutLocalization|
manipulation|0027f8fb9b1b22c250badca48ba796cb|probe/0027f8fb9b1b22c250badca48ba796cb.cr2|5796|3870|25255890.0|50040379|50040379_primary|N|0.0||OptOutAll|
manipulation|002ad9cf73f596fb6db6bc344521b2fb|probe/002ad9cf73f596fb6db6bc344521b2fb.jpg|7360|4912|22000.0|50050808|50050808_primary|N|0.9999042749404907|mask/6ad15fd8519f7812b599ff0b4bbe15539eb81f29.png|Processed|0.0
manipulation|002ae861f81fbb0a0f493ddd3bbe92a2|probe/002ae861f81fbb0a0f493ddd3bbe92a2.jpg|4512|3008|1413.0|50050836|50050836_primary|N|0.9998660087585449|mask/c798cace330a7f2d275340a75ccb39d068dce229.png|Processed|0.0
manipulation|0031ab228c76bb8b289e7e0b36e81756|probe/0031ab228c76bb8b289e7e0b36e81756.jpg|3264|2448|1911709.0|PAR-1742|PAR-1742_primary|N|0.6647477149963379|mask/5cb868eb1bcca219f048cbdff8e58264c605d6d5.png|Processed|0.0
manipulation|003da5f8243d0d7fd1bd8c1a36f60947|probe/003da5f8243d0d7fd1bd8c1a36f60947.jpg|5312|2988|6700.0|50049571|50049571_|N|0.7258142828941345|mask/2efdd9347f5866e50e4933951ebe14aca7d42550.png|Processed|0.0
manipulation|00487992c56bcf5ae1805db6684ec683|probe/00487992c56bcf5ae1805db6684ec683.jpg|2880|1920|1516564.0|UNDEF|UNDEF|N|0.9998016953468323|mask/e7a1a627f89b71a3c11a680a8c0bfe8fdd59e6be.png|Processed|0.0
manipulation|004949581170cd714b3d6114204fc7f4|probe/004949581170cd714b3d6114204fc7f4.jpg|3264|1836|1827.0|PAR-2629|PAR-2629_|N|0.3520410656929016||OptOutLocalization|
manipulation|004bb3adc79a5fd86636104875b64b1d|probe/004bb3adc79a5fd86636104875b64b1d.jpg|4896|3672|6700.0|JK-Lumix|JK-Lumix_|N|0.16873443126678467||OptOutLocalization|
manipulation|004c53caf91283ec14ac23c65f0ad1b9|probe/004c53caf91283ec14ac23c65f0ad1b9.jpg|4000|3000|4352082.0|UNDEF|UNDEF|Y|0.6504440903663635|mask/ea2ff8609cc23744c7083e5edc5b1b38b8695967.png|Processed|0.0
manipulation|005205699756275f25e44b79026fd6e8|probe/005205699756275f25e44b79026fd6e8.jpg|3264|1968|1364550.0|PAR-1043|PAR-1043_primary|Y|0.994023859500885||OptOutLocalization|
manipulation|0056b0443005a5cc044833cb72d70508|probe/0056b0443005a5cc044833cb72d70508.jpg|1600|1200|491.0|PAR-A089|PAR-A089_|N|0.13982677459716797|mask/6354b51fcc5448fd3eee47aa02608f78120f593b.png|Processed|0.0
manipulation|0059735d4f7d4b79a514f3f379a404e5|probe/0059735d4f7d4b79a514f3f379a404e5.jpg|4032|2268|2332420.0|UNDEF|UNDEF|Y|0.9719155430793762|mask/bda6b5bceaf501f6593cc60d7f9f88d27da48184.png|Processed|0.0
manipulation|005a37a717e0626fc2c2132d5d0604b7|probe/005a37a717e0626fc2c2132d5d0604b7.jpg|3264|2448|2100.0|UNDEF|UNDEF|N|0.037503305822610855||OptOutLocalization|
manipulation|005d09c11ef1c13307e2519090695adf|probe/005d09c11ef1c13307e2519090695adf.jpg|4128|2322|2177644.0|UNDEF|UNDEF|Y|0.9914261102676392||OptOutLocalization|
manipulation|0067fc1e89a37ef181fbb4e22314d08d|probe/0067fc1e89a37ef181fbb4e22314d08d.jpg|3888|2592|4300.0|KJB-0002|KJB-0002_primary|N|0.9964423775672913|mask/b4da6e2833e636dfca96525831675a19f41ef615.png|Processed|0.0
manipulation|006c9d631f7f0c0c18dfb40331001520|probe/006c9d631f7f0c0c18dfb40331001520.jpg|4608|3456|5900.0|KJB-0001|KJB-0001_primary|N|0.5081846117973328|mask/9c8a6d4d68cde3907e5e9e1ebc0318eddca8e4c0.png|Processed|0.0
